CNPJ;Razao_social;Nome_fantasia;Tipo;Data_abertura;Situacao_cadastral;Data_da_situacao_cadastral;Capital_social;Natureza_juridica;MEI;Logradouro;Numero;Complemento;CEP;Bairro;Municipio;UF;Telefone;Email;Quadro_societario;Atividade_principal;Atividades_secundaria
19188179000180;ANGICO COMERCIO DE COSMETICOS E PERFUMARIA LTDA;NONE;MATRIZ;01/11/2013;ATIVA;01/11/2013;30000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R SEMINARISTA MARCO ANTONIO DE QUEIROZ;132;NONE;57480000;CENTRO;DELMIRO GOUVEIA;AL;8236413064;albertosoouzaferreira@gmail.com;['ALBERTO DE SOUZA FERREIRA - Sócio-Administrador', 'SEBASTIAO DE SOUSA CARVALHO JUNIOR - Sócio-Administrador', 'MARIA NAZARETE DE SOUZA FERREIRA - Sócio-Administrador'];['4646001 - Comércio atacadista de cosméticos e produtos de perfumaria'];['4646002 - Comércio atacadista de produtos de higiene pessoal', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal']
07768692000242;GP COMERCIO EIRELI;HAVAIANAS PSB;FILIAL;16/10/2019;ATIVA;16/10/2019;99800.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;ROD BR-381 FERNAO DIAS;SN;KM  492 601       LOJA 2014;32655505;SAO JOAO;BETIM;MG;3733819709;financeiroabcampos@gmail.com;['LUCIENE DE SOUZA MALTA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4782201 - Comércio varejista de calçados'];['7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários']
46044053003716;NORTEL SUPRIMENTOS INDUSTRIAIS LTDA;NORTEL ELETRICIDADE;FILIAL;25/01/2007;ATIVA;25/01/2007;290536290.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R B - POLOPLAST;S/N;"QUADRA: G; LOTE: 13;";42800970;POLOPLAST;CAMACARI;BA;['1921027700', '1921027707'];janaina.bovolenta@nortel.com.br;['CARLOS ALBERTO BERGAMO - Administrador', 'SONEPAR SOUTH AMERICA PARTICIPACOES LTDA - Sócio', 'HERVE SALMON - Sócio', 'MARCOS ROCHA DE OLIVEIRA - Administrador'];['4673700 - Comércio atacadista de material elétrico'];['3321000 - Instalação de máquinas e equipamentos industriais', '3329599 - Instalação de outros equipamentos não especificados anteriormente', '4672900 - Comércio atacadista de ferragens e ferramentas', '4679699 - Comércio atacadista de materiais de construção em geral', '4742300 - Comércio varejista de material elétrico', '8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente']
14122780000157;JUAN HUANCA MAMANI CONFECCOES;NONE;MATRIZ;16/08/2011;ATIVA;16/08/2011;15000.0;2135 - EMPRESARIO (INDIVIDUAL);Não;R TOLEDO BARBOSA;337;": SALAO;";03061000;BELENZINHO;SAO PAULO;SP;1143245881;contabilastorga@hotmail.com;NONE;['1412602 - Confecção, sob medida, de peças do vestuário, exceto roupas íntimas'];['4781400 - Comércio varejista de artigos do vestuário e acessórios']
13297736000115;POUSADA SUICA MINEIRA LTDA;NONE;MATRIZ;23/02/2011;ATIVA;23/02/2011;20000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV MONTE VERDE;1950;NONE;37653000;MONTE VERDE;CAMANDUCAIA;MG;3534381695;easymanner@hotmail.com;['ALAINE APARECIDA NAVARRO - Sócio-Administrador', 'LUIZ ROBERTO DE OLIVEIRA - Sócio-Administrador'];['5510801 - Hotéis'];NONE
07963623000109;FUAD FELIPE E OUTRA;NONE;MATRIZ;26/04/2006;ATIVA;26/04/2006;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;FAZ RANCHO ALEGRE;SN;IMOVEL RURAL;14240000;RURAL;CAJURU;SP;['1636650326', '1636657800'];escritorio.fuad@outlook.com;['FUAD FELIPE - Produtor Rural', 'FATIMA PEREIRA DA SILVA FELIPE - Produtor Rural'];['0113000 - Cultivo de cana-de-açúcar'];['151202 - Criação de bovinos para leite', '151201 - Criação de bovinos para corte', '134200 - Cultivo de café']
46044053004607;NORTEL SUPRIMENTOS INDUSTRIAIS LTDA;NONE;FILIAL;16/12/2008;ATIVA;16/12/2008;290536290.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV CIVIT I;1795;ANEXO MODULO 2B E 3;29170740;BARRO BRANCO;SERRA;ES;1921027700;janaina.bovolenta@nortel.com.br;['CARLOS ALBERTO BERGAMO - Administrador', 'SONEPAR SOUTH AMERICA PARTICIPACOES LTDA - Sócio', 'HERVE SALMON - Sócio', 'MARCOS ROCHA DE OLIVEIRA - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['4672900 - Comércio atacadista de ferragens e ferramentas', '4663000 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças', '4679699 - Comércio atacadista de materiais de construção em geral']"
03891846000157;CALDAS & LEITE LTDA.;PAJUSSARA;MATRIZ;19/06/2000;ATIVA;14/05/2005;600000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AV TOMAZ ESPINDOLA;65;NONE;57051000;FAROL;MACEIO;AL;['8233381357', '8233382988'];NONE;['AJAX JORGE CALDAS - Sócio-Administrador', 'RITA DE CASSIA LEITE CALDAS - Sócio'];['4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente'];['4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4789005 - Comércio varejista de produtos saneantes domissanitários', '5211799 - Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis', '5212500 - Carga e descarga']
08461939000165;VALMIR ROBERTO POZZEBON E OUTRA;NONE;MATRIZ;25/11/2006;ATIVA;25/11/2006;0.0;4120 - PRODUTOR RURAL (PESSOA FISICA);Não;SIT SAO PEDRO;S/N;NONE;13903205;BAIRRO DOS PEREIRAS;AMPARO;SP;['1938078920', '1938072837'];sind.amparo@uol.com.br;['VALMIR ROBERTO POZZEBON - Produtor Rural', 'ROSANA SUELI ROSA POZZEBON - Produtor Rural'];['0134200 - Cultivo de café'];['121101 - Horticultura, exceto morango']
13827235000101;RICARDO DE SOUZA JESUS;WI UNIFORMES;MATRIZ;19/06/2011;ATIVA;19/06/2011;100.0;2135 - EMPRESARIO (INDIVIDUAL);Não;R JOAO OLIVEIRA CARMO;158;NONE;05143100;JARDIM FELICIDADE (ZONA OESTE);SAO PAULO;SP;1180541872;contabilidade@bentocontabilidade.com.br;NONE;['4781400 - Comércio varejista de artigos do vestuário e acessórios'];['1412603 - Facção de peças do vestuário, exceto roupas íntimas']
06149576000100;TRES IRMAOS ARMAZENS GERAIS LTDA;TRES IRMAOS ARMAZENS GERAIS;MATRIZ;03/03/2004;ATIVA;23/10/2004;742500.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AL ALTINO OSORIO DE OLIVEIRA;890;NONE;14350000;DISTRITO INDUSTRIAL;ALTINOPOLIS;SP;1636652751;contabilidade@aptuscontabilidade.com.br;['PAULO SERGIO VICENTINI - Sócio-Administrador', 'FERNANDO AUGUSTO VICENTINI - Sócio'];['5211701 - Armazéns gerais - emissão de warrant'];NONE
46044053005417;NORTEL SUPRIMENTOS INDUSTRIAIS LTDA;NONE;FILIAL;14/12/2009;ATIVA;14/12/2009;290536290.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;AL CORCOVADO;S/N;QUADRA106         LOTE 24;74460060;JARDIM PETROPOLIS;GOIANIA;GO;['1921027700', '1921027825'];janaina.bovolenta@nortel.com.br;['CARLOS ALBERTO BERGAMO - Administrador', 'SONEPAR SOUTH AMERICA PARTICIPACOES LTDA - Sócio', 'HERVE SALMON - Sócio', 'MARCOS ROCHA DE OLIVEIRA - Administrador'];['4673700 - Comércio atacadista de material elétrico'];"['4742300 - Comércio varejista de material elétrico', '4672900 - Comércio atacadista de ferragens e ferramentas', '4663000 - Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças', '4744001 - Comércio varejista de ferragens e ferramentas', '4679699 - Comércio atacadista de materiais de construção em geral', '4744099 - Comércio varejista de materiais de construção em geral', '8299799 - Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente']"
10325530000163;PREMIER COMERCIO DE UTENSILIOS DO LAR LTDA;TROPICAL;MATRIZ;09/09/2008;ATIVA;09/09/2008;300000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R JERONIMO DE ORNELAS;6796;NONE;76824104;APONIA;PORTO VELHO;RO;6536650122;jesse@ojecontabil.com.br;['LETICIA CORDEIRO FRANCO - Sócio', 'SANDRA MARCIA CORDEIRO - Sócio', 'MAURICIO CORDEIRO FRANCO - Sócio-Administrador'];['4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente'];['4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente', '4646001 - Comércio atacadista de cosméticos e produtos de perfumaria', '4646002 - Comércio atacadista de produtos de higiene pessoal', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4619200 - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado', '5211701 - Armazéns gerais - emissão de warrant', '7319003 - Marketing direto']
15146288000184;BOLAS SANTO ANDRE COMERCIAL LTDA;NONE;MATRIZ;16/02/2012;ATIVA;16/02/2012;30000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R SUD MENUCCI;1116;NONE;09230531;CAMILOPOLIS;SANTO ANDRE;SP;['1144322896', '1144322896'];legistekcontabil@uol.com.br;['FRANCISCO VIANA DE ARAUJO - Sócio-Administrador', 'ANA LUCIA DA SILVA LIMA SANTOS - Sócio-Administrador'];['4763601 - Comércio varejista de brinquedos e artigos recreativos'];['4763602 - Comércio varejista de artigos esportivos']
61186490000823;EDITORA FTD S A;NONE;FILIAL;05/11/2013;ATIVA;05/11/2013;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;R SANTOS SARAIVA;739;"LOJA: 02;";88070101;ESTREITO;FLORIANOPOLIS;SC;['1135986149', '1135986148'];fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4647802 - Comércio atacadista de livros, jornais e outras publicações'];['4761001 - Comércio varejista de livros', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', '8550302 - Atividades de apoio à educação, exceto caixas escolares', '8599604 - Treinamento em desenvolvimento profissional e gerencial']
17463963000124;EMPRESA BRASILEIRA DE SISTEMAS DE ENSINO LTDA;BR EDUCACAO;MATRIZ;14/08/2012;ATIVA;14/08/2012;50000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R RUI BARBOSA;156;ANDAR 2          SALA 01;01326010;BELA VISTA;SAO PAULO;SP;['1135986149', '1135986148'];fiscal@ftd.com.br;['DELCIO AFONSO BALESTRIN - Administrador', 'EDITORA FTD S A - Sócio', 'UNIAO CATARINENSE DE EDUCACAO - Sócio'];['5811500 - Edição de livros'];['8550302 - Atividades de apoio à educação, exceto caixas escolares', '8599604 - Treinamento em desenvolvimento profissional e gerencial', '6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet']
20269470000162;AMARILDO ROBERTO ZECHINATO;FLEXPLUG;MATRIZ;16/05/2014;ATIVA;16/05/2014;10000.0;2135 - EMPRESARIO (INDIVIDUAL);Não;R JOSE MARIA LEONARDI;120;NONE;13920000;JARDIM SAO JORGE;PEDREIRA;SP;1938937905;flexplug@gmail.com;NONE;['2543800 - Fabricação de ferramentas'];['2539001 - Serviços de usinagem, tornearia e solda', '2229302 - Fabricação de artefatos de material plástico para usos industriais']
10723099000375;LJC COMERCIAL DE ALIMENTOS EIRELI;LJC COMERCIAL;MATRIZ;05/02/2013;ATIVA;05/02/2013;80000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R SAMARITA;1117;ANDAR 6;02518080;JARDIM DAS LARANJEIRAS;SAO PAULO;SP;['1120912207', '1120922650'];reunewcontabil@uol.com.br;['LUIZ FELIPE JARDIM CAMARA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['5611201 - Restaurantes e similares'];NONE
61186490002010;EDITORA FTD S A;NONE;FILIAL;10/08/1990;ATIVA;04/10/2003;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;R ANA EUFROSINA;60;NONE;13073023;GUANABARA;CAMPINAS;SP;1932423822;fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['4618499 - Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente'];NONE
00878608000113;PETROLINA ARTIGOS DOMESTICOS LTDA;NONE;MATRIZ;26/10/1995;ATIVA;07/05/2005;5000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;R ARISTARCO LOPES;452;NONE;56302100;CENTRO;PETROLINA;PE;8738615875;NONE;['ANGELA MARIA DE CASTRO SILVA AMORIM - Sócio-Administrador'];['4615000 - Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico'];['4618401 - Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria', '4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente']
26127348000138;BEM ESTAR COLCHOES COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA EIRELI;BEM ESTAR COLCHOES;MATRIZ;31/08/2016;ATIVA;31/08/2016;88000.0;2305 - EMPRESA INDIVIDUAL DE RESP.LIMITADA (DE NATUREZA EMPRESARIA);Não;R CRUZ ALTA;1296-S;NONE;78455000;PARQUE DAS ARARAS;LUCAS DO RIO VERDE;MT;['6599578124', '6596176877'];fabricio.rennan@hotmail.com;['FABRICIO RENAN DE LOIOLA - Titular Pessoa Física Residente ou Domiciliado no Brasil'];['4755503 - Comercio varejista de artigos de cama, mesa e banho'];['4754702 - Comércio varejista de artigos de colchoaria', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4782201 - Comércio varejista de calçados', '4754701 - Comércio varejista de móveis']
10922631000111;MARIA DANTAS DE LIMA BARBOSA E FILHOS LTDA;JOSE LIMA BARBOSA - MERCADAO BARBOSA;MATRIZ;17/09/1986;ATIVA;03/11/2005;35000.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;TV LUIZ CARLOS CAVALCANTE;94;NONE;57480000;CENTRO;DELMIRO GOUVEIA;AL;8236411181;obarbosaodg@gmail.com;['MARIA DANTAS DE LIMA BARBOSA - Sócio-Administrador', 'JOSE LIMA BARBOSA JUNIOR - Sócio', 'CRISTIANO DANTAS DE LIMA BARBOSA - Sócio', 'CRISTIANE DANTAS DE LIMA BARBOSA - Sócio'];['4711302 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados'];['1091102 - Fabricação de produtos de padaria e confeitaria com predominância de produção própria', '4722901 - Comércio varejista de carnes - açougues', '4724500 - Comércio varejista de hortifrutigranjeiros', '4732600 - Comércio varejista de lubrificantes', '4752100 - Comércio varejista especializado de equipamentos de telefonia e comunicação', '4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo', '4755503 - Comercio varejista de artigos de cama, mesa e banho', '4761003 - Comércio varejista de artigos de papelaria', '4762800 - Comércio varejista de discos, CDs, DVDs e fitas', '4763601 - Comércio varejista de brinquedos e artigos recreativos', '4763602 - Comércio varejista de artigos esportivos', '4763604 - Comércio varejista de artigos de caça, pesca e camping', '4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal', '4781400 - Comércio varejista de artigos do vestuário e acessórios', '4782201 - Comércio varejista de calçados', '4789004 - Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação', '5611201 - Restaurantes e similares', '5611203 - Lanchonetes, casas de chá, de sucos e similares']
61186490002605;EDITORA FTD S A;NONE;FILIAL;29/05/1996;ATIVA;04/10/2003;250401788.11;2054 - SOCIEDADE ANONIMA FECHADA;Não;R RUI BARBOSA;156;ANDAR 3;01326010;BELA VISTA;SAO PAULO;SP;1135986000;fiscal@ftd.com.br;['DARIO BORTOLINI - Diretor', 'DELCIO AFONSO BALESTRIN - Presidente', 'ANTONIO LUIZ RIOS DA SILVA - Diretor', 'IDATHY APARECIDA PEQUENO MUNHOZ - Diretor', 'RICARDO TAVARES DE OLIVEIRA - Diretor', 'ANDRE DANIEL VASCONCELOS - Diretor', 'REGINALDO SOARES DAMASCENO - Diretor', 'CECILIANY ALVES FEITOSA - Diretor', 'ANTONIO BENEDITO DE OLIVEIRA - Conselheiro de Administração', 'JORGE GAIO - Conselheiro de Administração', 'LINO ALFONSO JUNGBLUTH - Conselheiro de Administração', 'RICARDO GRAU - Conselheiro de Administração', 'ROGERIO RENATO MATEUCCI - Conselheiro de Administração', 'VANDERLEI SIQUEIRA DOS SANTOS - Conselheiro de Administração', 'TERCILIO SEVEGNANI - Conselheiro de Administração', 'PAULO SERINO DE SOUZA - Conselheiro de Administração', 'ARAMIS ANTONIO DA LUZ - Diretor'];['5821200 - Edição integrada à impressão de livros'];NONE
26434271000149;LEILA SAMARA DOS S SILVA;ENERGIA;MATRIZ;27/10/2016;ATIVA;27/10/2016;10000.0;2135 - EMPRESARIO (INDIVIDUAL);Não;R ARY BARROSO;194;ANEXO A;55293460;SANTO ANTONIO;GARANHUNS;PE;8737632986;energiatw@gmail.com;NONE;['4615000 - Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico'];['4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente']
42179671000101;DART DO BRASIL INDUSTRIA E COMERCIO LIMITADA;NONE;MATRIZ;04/01/1973;ATIVA;03/11/2005;98129914.0;2062 - SOCIEDADE EMPRESARIA LIMITADA;Não;EST DA ILHA;870;NONE;23020230;BARRA DE GUARATIBA;RIO DE JANEIRO;RJ;NONE;renatafonseca@tupperware.com;['PAOLA ELIZABETH KIWI LEVENSTEIN - Administrador', 'TUPPERWARE BRANDS AMERICAS B.V. - Sócio Pessoa Jurídica Domiciliado no Exterior', 'PREMIERE BRANDS INTERNATIONAL, LLC - Sócio Pessoa Jurídica Domiciliado no Exterior', 'MARCELO ANTONIO DE OLIVEIRA RODRIGUES - Administrador', 'JUAN FRANCISCO STAIBANO - Administrador'];['2229301 - Fabricação de artefatos de material plástico para uso pessoal e doméstico'];['4639701 - Comércio atacadista de produtos alimentícios em geral', '4646001 - Comércio atacadista de cosméticos e produtos de perfumaria', '4649401 - Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico', '4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar', '4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente', '5211799 - Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis', '5611201 - Restaurantes e similares', '7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica', '8630503 - Atividade médica ambulatorial restrita a consultas']
